,Category,JD_Link,Job_title,Job_title_sub,Experience_level,Salary,Location,Job_desc_raw,Job Function:,Industry:,Specialization:,Role:,Qualification:,Employment Type:,Vacancies:,Hiring Location:
145,Arts,https://www.timesjobs.com/job-detail/software-engineer-c-and-unix-pago-analytics-hyderabad-secunderabad-5-to-8-yrs-jobid-uvLXnUWV7DFzpSvf__PLUS__uAgZw==&source=srp,Software Engineer (C   and UNIX),PAGO Analytics,card_travel 5 to 8 yrs,₹ As per Industry Standards,location_on Hyderabad/ Secunderabad (Andhra Pradesh),"
Job Description
		        Job descriptionDesign develop and test cyber security features, as microservices and cross platform shareable components, with high quality design and demonstrating state-of-art development practices.Showcase strong knowledge of Security, Authentication, Authorization, Certificate Management and cryptography.Apply principles of SDLC and methodologies like Lean/Agile/XP, CI-CD, DevOps, Software and Product Security, Scalability, Documentation Practices, refactoring and automated testing techniquesUnderstand performance parameters and assess application performance.Be able to design containerization for Applications, setting up Docker and Kubernetes on-prem and in the Cloud Env.Proactively share and clearly articulate technical information across teams and stakeholders.Follow thesecure development lifecycle processes including activities such as requirement analysis, documentation/procedures and implementation.KeyskillsQualifications / Requirements:Bachelors Degree Computer Science or STEM Majors (Science, Technology, Engineering and Math).5  years in software development, including architecting, design, C  , micro-services / dockers.Hands-on experience in API design and developmentMinimal experience using operating systems such as Linux distributions and Windows 10.Proven object-oriented / UMLcoder with strong understanding of architecture design patterns.Automated testing experience by using Gtest and others testing frameworks.Demonstrated ability to work with technical leadership team to implement product platform multi-generation technology plan for a specific release of a global program/product.Excellent communication skills and fluent English speaker.
	        ",IT Software : Software Products & Services,"IT-Hardware/Networking, Telecom",Software Engineer,,Any Graduate,Full Time,,
146,Arts,https://www.timesjobs.com/job-detail/devops-engineer-pago-analytics-hyderabad-secunderabad-5-to-8-yrs-jobid-jplEn1Ome5hzpSvf__PLUS__uAgZw==&source=srp,DevOps Engineer,PAGO Analytics,card_travel 5 to 8 yrs,₹ As per Industry Standards,location_on Hyderabad/ Secunderabad (Andhra Pradesh),"
Job Description
		        Job Description:Qualifications/Requirements5-8 years of experienceBachelors Degree in Computer Science, Technology or Engineering, with a successful DevOps professional experience.More than qualifications below, what matters is mindset!Strong advocate of DevOps best practices.Strong collaboration, leadership and influencing skills to drive transformation.Excellent oral and written communication skills to document and help in decision process.Experience with CI/CD tools e.g. Jenkins, Azure DevOps.Experience with Linux and at least one scripting/programming language e.g. Python.Experience with Git and SCM branching strategies.Preferred experience with at least one cloud environment e.g. Azure, AWS.Preferred experience with virtualization, containers e.g. Hypervisor, Docker, Kubernetes.Preferred experience with Infrastructure-as-Code e.g. Terraform, Ansible, Puppet, Chef.Preferred experience with code scanners, SAST, DAST e.g. SonarQube, WhiteSource, Rapid 7.Preferred experience with Agile software development, project management methodologies.Preferred knowledge of FW and SoC development e.g. embedded C  , ARM arch.Preferred knowledge of test automation frameworks e.g. Cucumber, TestComplete.KeyskillsEssential ResponsibilitiesContribute to DevOps Platform architecture and influence DevOps roadmap: application and infrastructure planning, testing and development.Work closely with product teams to find the right tradeoff between the business-specific needs and state-of-the-art CI/CD best practices.Execute and automate operational processes fast, accurately and securely. Provide solutions to increase visualization, reduce occurrences of errors and improve customer experience.Contribute to the creation and application of guidelines for consistent and consolidated approaches.Act as a mentor for the product teams and for DevOps junior peers.Advocate DevOps and follow-up on priorities and DevOps maturity/KPIs of product teams.Work on Agile User Stories outcome-based deliverables using Agile methodology and value streams.Be proactive and spawn temporary working groups for specific topics.Collaborate with peers in all GE Renewable Energy businesses around the globe.Preferred knowledge of monitoring systems e.g. Prometheus, Splunk
	        ",IT Software : Software Products & Services,"IT-Hardware/Networking, Telecom",Software Engineer,,Any Graduate,Full Time,,
147,Arts,https://www.timesjobs.com/job-detail/mongodb-expert-tanda-hr-solutions-hyderabad-secunderabad-delhi-delhi-ncr-4-to-7-yrs-jobid-kfn__PLUS__MB0SXfZzpSvf__PLUS__uAgZw==&source=srp,MongoDB Expert,TandA HR Solutions,card_travel 4 to 7 yrs,₹ As per Industry Standards,"location_on Hyderabad/ Secunderabad (Andhra Pradesh), Delhi (Delhi), Delhi/ NCR (Delhi)","
Job Description
		        Requirements & Skills: 4 years working experience A degree or diploma in Software Engineering or Information Technology Strong analytical and problem-solving abilities Ability to configure schema and MongoDB data modelling Experience in Database security management Knowledge of MongoDB administration and installation in AWS and Red Hat In-depth understanding of MongoDB architectureResponsibilities: Strong experience and knowledge on Test Data Management activity and itsfundamental principles, Experience in working on complex SQL join queries, Experiencein working with any of the databases  DB2, Oracle, Teradata, MongoDB, IMS DB. Knowledge on Snowflake tool and Experience in working data masking, data subset,data generation, data governance, Experience in developing new mappings usingInformatica Power Center tool and maintenance of it. Experience and knowledge on Unix scripts. Experience and sound knowledge on TDMtools such as Informatica TDM workbench, Informatica Power Center Repository,Designer, Manager, Monitor, Good knowledge about Insurance domain Good in communication skills and confident enough to present Ability to perform risk profiling, Experience and knowledge working in Agile softwaredevelopment life cycle, Ability to perform multiple tasks Manage the design of database systems used for storing and accessing business-relatedinformation Create, edit, and remove data as needed by a specific application Make well-informed selections about database languages and technologies that arecompatible Evaluate network architecture, execute several diagnostic tests Upgrade information security systems for maximum performance and navigation Document code, make progress updates and conduct code reviews and peer feedback Test code for errors and apply fixes Proficiency in MongoDB Data Modeling Strong experience with MongoDB Query Index Tuning Experience with MongoDB Sharding Replication Troubleshooting MongoDB bottlenecks State-of-the-art MongoDB performance tuning capabilities Respond to incidents and ability to bring them to closure Ensure that the databases achieve maximum performance and availability Recommend and implement best practice Passion for troubleshooting the toughest problems and propose creative solutions
	        ",IT Software : Software Products & Services,Consulting Services,Software Engineer,,Any Graduate,Full Time,,
148,Arts,https://www.timesjobs.com/job-detail/mongodb-expert-tanda-hr-solutions-hyderabad-secunderabad-delhi-delhi-ncr-4-to-7-yrs-jobid-zrt54Plf5zlzpSvf__PLUS__uAgZw==&source=srp,MongoDB Expert,TandA HR Solutions,card_travel 4 to 7 yrs,₹ As per Industry Standards,"location_on Hyderabad/ Secunderabad (Andhra Pradesh), Delhi (Delhi), Delhi/ NCR (Delhi)","
Job Description
		        Requirements & Skills: 4 years working experience A degree or diploma in Software Engineering or Information Technology Strong analytical and problem-solving abilities Ability to configure schema and MongoDB data modelling Experience in Database security management Knowledge of MongoDB administration and installation in AWS and Red Hat In-depth understanding of MongoDB architectureResponsibilities: Strong experience and knowledge on Test Data Management activity and itsfundamental principles, Experience in working on complex SQL join queries, Experiencein working with any of the databases  DB2, Oracle, Teradata, MongoDB, IMS DB. Knowledge on Snowflake tool and Experience in working data masking, data subset,data generation, data governance, Experience in developing new mappings usingInformatica Power Center tool and maintenance of it. Experience and knowledge on Unix scripts. Experience and sound knowledge on TDMtools such as Informatica TDM workbench, Informatica Power Center Repository,Designer, Manager, Monitor, Good knowledge about Insurance domain Good in communication skills and confident enough to present Ability to perform risk profiling, Experience and knowledge working in Agile softwaredevelopment life cycle, Ability to perform multiple tasks Manage the design of database systems used for storing and accessing business-relatedinformation Create, edit, and remove data as needed by a specific application Make well-informed selections about database languages and technologies that arecompatible Evaluate network architecture, execute several diagnostic tests Upgrade information security systems for maximum performance and navigation Document code, make progress updates and conduct code reviews and peer feedback Test code for errors and apply fixes Proficiency in MongoDB Data Modeling Strong experience with MongoDB Query Index Tuning Experience with MongoDB Sharding Replication Troubleshooting MongoDB bottlenecks State-of-the-art MongoDB performance tuning capabilities Respond to incidents and ability to bring them to closure Ensure that the databases achieve maximum performance and availability Recommend and implement best practice Passion for troubleshooting the toughest problems and propose creative solutions
	        ",IT Software : Software Products & Services,Consulting Services,Software Engineer,,Any Graduate,Full Time,,
149,Arts,https://www.timesjobs.com/job-detail/graphic-designer-go-viralll-hyderabad-secunderabad-3-to-6-yrs-jobid-M__SLASH__IeZWgnFQxzpSvf__PLUS__uAgZw==&source=srp,Graphic Designer,Go Viralll,card_travel 3 to 6 yrs,₹ As per Industry Standards,location_on Hyderabad/ Secunderabad (Andhra Pradesh),"
Job Description
		        Duties and Responsibilities To understand the brief and work accordingly without much need of interventionTo be able to generate time bound designsTo be able to understand the Brand design languageTo coordinate with the team to ensure consistency of designs across various media outletsTo be able to create compelling and effective logos, designs, print and digital mediaTo maintain awareness of current industry and technology standards, social media, competitive landscape and market trendsTo work in collaboration with the content management, digital marketing team to understand brand requirements and accordingly put forth the designsTo design info graphics for ad campaigns, various social media platformsTo lookout for latest trends in designing and implement in the current area of workTo assign tasks to the team membersTo closely monitor the executionTo review and approve art and copy material developed by the teamTo maintain clear communication and transparency with the Digital Marketing and Media teamsTo be able to explore opportunities to add value to the brand that is being handledQualifications & Skills A Bachelors degree in relevant disciplineMust have a strong portfolio of workMust be familiar with the use of different graphic designing software, mainly Adobe SuiteA strong experience in Technical skills respect to Graphic / Web page designing / Video Image editing.Must have good graphical skills, creative flair, and good color sense.
	        ",IT Software : Software Products & Services,"Advertising/PR/Event Management, Entertainment/Media",Graphic Designing/Animation/Web Designing,,Any Graduate,Full Time,,
150,Arts,https://www.timesjobs.com/job-detail/3d-character-artist-senior-gaming-seeyon-animation-hyderabad-secunderabad-0-to-3-yrs-jobid-MiA2leyC12lzpSvf__PLUS__uAgZw==&source=srp,3D Character Artist(Senior) - Gaming,Seeyon Animation,card_travel 0 to 3 yrs,₹ As per Industry Standards,location_on Hyderabad/ Secunderabad (Andhra Pradesh),"
Job Description
		        253D Character Artist(Senior) - Gaming Perform QC activities on Art Services projects. Ensure that art assets created by the team are free of technical issues (those issues which can be checked against a checklist). Identify and report issues found in assets while performing QC. Maintain project defect tracker. Ensure that assets are correctly delivered to clients. Work with Project Leads to arrive at project checklists. Mentor / supervise work of junior QC executivesHyderabad
	        ",IT Software : Software Products & Services,"Advertising/PR/Event Management, Entertainment/Media",Graphic Designing/Animation/Web Designing,,Any Graduate,Full Time,,
151,Arts,https://www.timesjobs.com/job-detail/java-technical-lead-aeries-technology-group-sabre-industries-hyderabad-secunderabad-9-to-12-yrs-jobid-JJe4JSp2bDZzpSvf__PLUS__uAgZw==&source=srp,Java Technical Lead,aeries technology group (sabre industries),card_travel 9 to 12 yrs,₹ As per Industry Standards,location_on Hyderabad/ Secunderabad (Andhra Pradesh),"
Job Description
		        Position Summary:Aeries Technology Group is looking for an experienced Java Technical Lead preferably from technology services industry to join our Java Team. The role will support the following activities.Responsibilities  what will you do Develop Internet-based software in support of Web.com business strategy and objectives in the domain name market Apply state of the art software engineering techniques to develop and maintain applications developed using Java and database technologies Work as a member of an experienced and highly productive engineering team Assume responsibility for significant product deliverablesExperience required:At least 9-12 years of industry experience developing enterprise software and multi-tiered, Internet-based applicationsAt least 5 years leading and mentoring a team of developersStrong experience in object-oriented programming using JavaFamiliarity with database software, including use of SQL and database stored procedures such as PL/SQLWorking knowledge of Web Services and Struts2 or a similar framework, with applications running on Tomcat or a similar application serverHands-on experience with Linux/Windows environments, JavaScript/AJAX, and data transfer frameworks such as JSON and XML,Experience in Angular or React JS is an added advantageUnderstanding of Internet security and encryption technologiesExperience with Agile/Scrum development lifecyclesFamiliarity with source code control systems and applied release management principles and techniquesDemonstrated problem solving, troubleshooting, and diagnostic skillsAbility to properly document and unit test software designs and codeUnderstanding of technical peer-review approaches and techniquesDomain name and DNS technology experience is a plus, as is experience with software testing, software development lifecycles, and project management.Interpersonal Skills:Function effectively as an integral part of a cross-functional product team that includes representatives from engineering, marketing, operations, customer service, business development, and program managementCommunicate effectively in person, in writing, and in front of audiencesAbility to collaborate constructively with other developers to engineer product solutions, including making appropriate design tradeoffsExercise a commitment to quality and accuracy at a level appropriate to the project and organizationNegotiate achievable project timelines and manage them to meet project commitmentsHandle multiple time demands in an interrupt-driven environmentDemonstrable industry track record of delivering commercial-quality software products and servicesFluency in technical English is a requirementProven experience in acting as an interface/team lead between remote participants and a local teamQualification / Technical Skills: Education:Bachelors / Masters Degree in technology or related field.Technologies: Java 7 and 8, JUnit, Linux, JSON, REST, SOAP, XML, Spring, Struts Desired skills: Docker/Kubernetes, Eclipse, JMS, Angular, React JS NodeJS, MongoDB, Spring Boot, MicroservicesRewards & Recognition- What do we offer to the ideal candidate:? An opportunity to work for a fast-growing company that is disrupting the outsourcing industry with a proven & unique model? Competitive pay & performance-linked incentives, industry-leading benefits.? Close engagement with the senior leadership? The ability to impact the growth of our company and grow with us? Vibrant and transparent company culture? Flat company structure and flexibility to interact with cross-functional teams.
	        ",IT Software : Software Products & Services,"IT-Hardware/Networking, Telecom",Software Engineer,,Any Graduate,Full Time,,
152,Web Designing,https://www.timesjobs.com/job-detail/web-designer-seeyon-animation-hyderabad-secunderabad-0-to-3-yrs-jobid-7lI3Ion9hKdzpSvf__PLUS__uAgZw==&source=srp,Web Designer,Seeyon Animation,card_travel 0 to 3 yrs,₹ As per Industry Standards,location_on Hyderabad/ Secunderabad (Andhra Pradesh),"
Job Description
		        5Web Designer The candidate should have sound experience and advanced knowledge of Web and UI Designing and should create responsive websites for Desktop and Mobiles .. Should be able to work in a team. Gel with the creative team and convert the Image from Photoshop to web site using html5 and other necessary web-designing tools.Hyderabad
	        ",IT Software : Software Products & Services,"Advertising/PR/Event Management, Entertainment/Media",Graphic Designing/Animation/Web Designing,,Any Graduate,Full Time,,
153,Web Designing,https://www.timesjobs.com/job-detail/web-designer-lintel-technologies-pvt-ltd-hyderabad-secunderabad-0-to-3-yrs-jobid-F1kwIRy6VN5zpSvf__PLUS__uAgZw==&source=srp,Web Designer,lintel technologies pvt. ltd.,card_travel 0 to 3 yrs,₹ As per Industry Standards,location_on Hyderabad/ Secunderabad (Andhra Pradesh),"
Job Description
		        As technical partners to large institutions, we've also prototyped products, created new online services, and set up server environments to make them all highly available and super scalable.To keep up with demand, we're looking to hire a talented web designer.We Need  A talented web designer who is willing to learn and grow in an exciting and demanding environment.You Need  A strong understanding of concept development, layout composition, site functionality, interaction, user interfaces, navigation, typography, and basic drawing skills.Proficient knowledge of Adobe Photoshop and Illustrator (or Gimp).A strong understanding of responsive web design.Candidate must also have excellent organizational skills, and the ability to seamlessly switch between multiple projects.Ability to work cooperatively and collaboratively with other professionals, including the ability to respond professionally to creative differences of opinion and to handle frequent feedback including multiple, potentially conflicting revisions and stress in a manner acceptable to others and to the organization.Nice-To-Haves, but not required:Working knowledge of HTML, CSS, jQuery, and JavaScript
	        ",IT Software : Software Products & Services,"IT-Hardware/Networking, Telecom",Graphic Designing/Animation/Web Designing,,Any Graduate,Full Time,,
154,Web Designing,https://www.timesjobs.com/job-detail/web-designer-shrishail-technologies-pvt-ltd-hyderabad-secunderabad-0-to-2-yrs-jobid-__SLASH__0F9KAPr0YZzpSvf__PLUS__uAgZw==&source=srp,Web Designer,ShriShail Technologies Pvt. Ltd.,card_travel 0 to 2 yrs,₹ As per Industry Standards,location_on Hyderabad/ Secunderabad (Andhra Pradesh),"
Job Description
		        Web Designer (1 post for 0 to 2 years experience)Job Description :- Would be responsible for creating web templates.- Translating design into HTML5 templates.- Developing different styles of design and layout.- Creating W3C compliant div & CSS 3 based sites. Tableless site.Desired Skill Set :- Experience in Photoshop,Dreamweaver & Illustrator.- Capable of working on dynamic websites.- Working experience with overseas client.- Should be have knowledge of jquery and javascript.Qualification :- BE/B.Tech/MSc-IT/ MCA/BCA/Diploma
	        ",IT Software : Software Products & Services,"Telecom, IT-Hardware/Networking",Graphic Designing/Animation/Web Designing,,MCA/ PGDCA BCA (Computer Application),Full Time,,
155,Web Designing,https://www.timesjobs.com/job-detail/web-designer-nekkanti-systems-private-limited-hyderabad-secunderabad-0-to-3-yrs-jobid-ND1roepEoftzpSvf__PLUS__uAgZw==&source=srp,Web Designer,NEKKANTI SYSTEMS PRIVATE LIMITED,card_travel 0 to 3 yrs,₹ As per Industry Standards,location_on Hyderabad/ Secunderabad (Andhra Pradesh),"
Job Description
		        Web DesignerWere looking for a Web Designer who will take a key role on our team. Youll be working alongside with developers, collaborating on the various layers of the infrastructure for our Applications.Subject Matter Skills:- Hands-on experience creating wireframes, prototypes, storyboards, user flows, etc.- Experience using tools such as Photoshop, Sketch, Illustrator, InVision, UXPin, Quartz.- Understanding of basic front-end languages: HTML5, CSS3 Javascript.- Creative ideas with problem solving mindset.- Experience working in an agile/scrum development process.- Be open to receiving objective criticism and improving upon it.General Skills: High degree of logical, analytic / trouble shooting skills Willingness to learn, adopt quickly Ability to work collaboratively and cohesively in a team environment. Good written and verbal communication skills Hands-on keyboard and search skillsQualified candidates, send resume and salary requirements with form in the below.
	        ",IT Software : Software Products & Services,"IT-Hardware/Networking, Telecom",Graphic Designing/Animation/Web Designing,,Any Graduate,Full Time,,
156,Web Designing,https://www.timesjobs.com/job-detail/web-designer-siri-innovations-pvt-ltd-hyderabad-secunderabad-0-to-3-yrs-jobid-Zhry2GIAXExzpSvf__PLUS__uAgZw==&source=srp,Web Designer,siri innovations pvt.ltd,card_travel 0 to 3 yrs,₹ As per Industry Standards,location_on Hyderabad/ Secunderabad (Andhra Pradesh),"
Job Description
		        Roles and Responsiblities Ability to perform pixel perfect workKeen eye towards design and stays updated regarding all new trendsProficient in internet navigationUnderstands the working of all mobile devices very wellUnderstands the line between UI & UXCreative thinking and willing to try new approaches and create fresh conceptsExcellent understanding of requirementsQuick learning capacity, proactive & a self-starterSystematic and organized approach to carrying out tasksSkills & Qualifications Any Graduate - Any SpecializationAny Postgraduate - Any SpecializationExperience in Adobe Photoshop, HTML, CSS, HTML5, CSS3 with Responsive, JavaScript, jQuery, Bootstrap CSSRequired good knowledge in template designingConversion of Photoshop designs to HTMLCreating responsive web-design for Mobile Devices & EmailsAbility to convert complex UI designs into fully functional and responsive web pagesVery comfortable with JavaScript, jQuery and other UI libraries to customizeAbility to manage multiple projects and deliver on-scheduleWork with UX team to match visual design intentIndependently design, code websiteGood in communication, both written and oralTeamwork (Effectiveness of individual in a team play environment)Good communications skills (Ability to express oneself, ideas and views clearly in the desired business language) to interact with International Clients
	        ",IT Software : Software Products & Services,"IT-Hardware/Networking, Telecom",Graphic Designing/Animation/Web Designing,,Any Graduate,Full Time,,
157,Web Designing,https://www.timesjobs.com/job-detail/web-designer-busisol-sourcing-india-pvt-ltd-hyderabad-secunderabad-0-to-3-yrs-jobid-kTUoAbHaKnBzpSvf__PLUS__uAgZw==&source=srp,Web Designer,BUSISOL SOURCING INDIA PVT. LTD,card_travel 0 to 3 yrs,₹ As per Industry Standards,location_on Hyderabad/ Secunderabad (Andhra Pradesh),"
Job Description
		        Job Description: Role overview We are looking for an experienced and talented Web Designer who oversees front end development of businesss websites and platform by creating designs, building prototypes that users love. The ideal candidate will have experience working in agile teams, with both web, mobile developers and be able to translate any user given experience journey into a smooth and intuitive interaction. Responsibilities  Be a great team player, experienced in working with agile teams.  Ability to collaborate closely with developers, copywriters and UX designers to develop designs based on clients requirements.  Create, improve and use wireframes, prototypes, style guides, user flows, and effectively communicate your interaction ideas using any of these methods.  Present and defend your design decisions. All your design decisions should be based on the overall design roadmap as well as your own design thinking and fundamental principles (i.e. color theory, visual weight, etc.)  Create and design promotional banners, images for online marketing services.  Continually keep yourself and your design team updated with the latest changes in your industrys standards. Qualifications  2 or more years of experience and proven track record.  Understanding and working experience on basic front-end languages: HTML5, CSS3 Javascript, JQuery, AngularJS and Bootstrap.  Basic Knowledge on SEO based development: PageSpeed, Responsive Design  Strong portfolio to be presented and defended during interview.  Hands-on experience creating wireframes, prototypes, storyboards, user flows, etc.  Experience using tools such as Adobe Photoshop, Sketch, Illustrator, Flash, Balasmiq etc.  Creative ideas with problem solving mindset.  Experience working in an agile/scrum development process.  Be open to receiving objective criticism and improving upon it. (PS: If you are a web designer who likes to design and develop products that people love to use, wed like to meet you.) Key Skills HTML5 & CSS3, AngularJS, UI/UX, Javascript Frameworks, Javascript, JQuery, UI/UX Design, SEO
	        ",IT Software : Software Products & Services,"Recruitment/Placement Agencies, Consulting Services",Graphic Designing/Animation/Web Designing,,Any Graduate,Full Time,,
158,Web Designing,https://www.timesjobs.com/job-detail/web-designer-pressmart-media-limited-hyderabad-secunderabad-3-to-6-yrs-jobid-gZ__PLUS__0b1rKxvtzpSvf__PLUS__uAgZw==&source=srp,Web Designer,PRESSMART MEDIA LIMITED,card_travel 3 to 6 yrs,₹ As per Industry Standards,location_on Hyderabad/ Secunderabad (Andhra Pradesh),"
Job Description
		        Web Designer Qualification : Any Degree with good web designing skillsExperience : 3  yearsLocation : HyderabadEssential Competencies / Skills :Image Editing - Adobe Family2D Animation-Macromedia Flash MX, Micro Media Director3D Animation-3D Max, Micro Media Extreme 3DAuthoring - Macro Media Flash MxPublishing - Page Maker, Ms-Word, Corel DrawAudio-Sound ForgeDesigning Tools - Macromedia Dream weaver MXNon-Linear Editing - Adobe PremierInternet programming  HTML5, DHTML, CSS, Java Script, Action ScriptingJob Responsibilities of the Position :Creation of new Web Sites, Preparing Html Template Designs, Maintaining Web Sites, Maintaining portals and web Application, Creation of Company Logos, Developing Action script video streaming, Designing Flash Applications, Banner advertising & creation, Landing Pages, Flash Intros, e-Brochures, Brochures, Mailers, Press Ads, Business Stationery, Corporate Logos, Catalogs & Flyers, Posters, Packaging Material, Indoor and Outdoor advertising Campaigns.Deliverables of the Position :Timely reporting to the managerShould understand the user requirements and make sure that the deliverables are inline with the users requirementsShould familiarize himself / herself with latest technology and trends quicklyShould be able to do R&D on the requested tasks and produce the results within given time linesShould be flexible enough to support the operations on need basisAdheres to Quality guidelinesAdheres to schedules
	        ",IT Software : Software Products & Services,"Software Services, IT-Software",Graphic Designing/Animation/Web Designing,,Any Graduate,Full Time,,
159,Web Designing,https://www.timesjobs.com/job-detail/web-designer-cindrebay-school-of-fashion-and-interior-design-hyderabad-secunderabad-indore-pune-bengaluru-bangalore-0-to-3-yrs-jobid-d4lIYMRFSZ5zpSvf__PLUS__uAgZw==&source=srp,Web Designer,cindrebay school of fashion and interior design,card_travel 0 to 3 yrs,₹ As per Industry Standards,"location_on Hyderabad/ Secunderabad (Andhra Pradesh), Indore (Madhya Pradesh), Pune (Maharashtra), Bengaluru/ Bangalore (Karnataka)","
Job Description
		        Cindrebay has openings for skilled & experienced UI/UX designers for creating stunning & meaningful end-to-end user experience design for our brand. An ideal candidate should have in-depth knowledge of user interface design best practices, design thinking principles, user research, & usability testing for building unique user experience modules across our digital presence.Required skillsBS/MS in Human-Computer Interaction, Interaction Design or a Visual Arts subject or relevant domain is a must.Proven experience in graphic design work, working in latest design software such as Photoshop, Illustrator, & more.Must have a working knowledge of front-end development web programming languagesJob responsibilitiesEstablishing & adhering to improved design guidelines, best practices, & current standards for optimized & seamless experience.Implementing improved visual design language for the website & content design.Working on different CMS; incorporating improved features & functionalities across the website.LocationsKannur, Trivandrum, Kochi, Thodupuzha, Calicut, Bangalore, Nagpur, Coimbatore, Kolkata, Lucknow, Indore, Hyderabad & Pune.
	        ",IT Software : Software Products & Services,"Educational/Training, Research/Surveyor/MR",Graphic Designing/Animation/Web Designing,,ME/ M.Tech./ MS (Engg/ Sciences) Any Graduate,Full Time,,
160,Web Designing,https://www.timesjobs.com/job-detail/web-designer-kreativ-web-solutions-hyderabad-secunderabad-0-to-1-yrs-jobid-EffJfEJFZCNzpSvf__PLUS__uAgZw==&source=srp,Web Designer,kreativ web solutions,card_travel 0 to 1 yrs,₹ As per Industry Standards,location_on Hyderabad/ Secunderabad (Andhra Pradesh),"
Job Description
		        Description: candidate with Graphic Designing Skills with expertise in Photoshop to build Layout Designs. Proficient with all the tools in Photoshop.Skills : CSS, HTML5, CSS3, photoshop, dreamviewer, jQueryResponsibilities: creating web site designsproducing sample siteskeeping up-to-date with recent technological and software developmentsproducing products that are user-friendly, effective and appealingRequirements:Candidate with Graphic Designing Skills with expertise in HTML, XHTML, CSS, CSS3, HTML5, Div tags, Photoshop, Dreamweaver to build web applications and Layout Designs.Design and Develop Web Pages Experience in Flash and Scripting will be added advantage.Build on original & innovative ideas.Solving cross-browser issues.Good Command over Spoken & written Englishjquery (Added advantage).Converting Photoshop Files using div and tables.Proficient with all the tools in Photoshop.
	        ",IT Software : Software Products & Services,"Advertising/PR/Event Management, Entertainment/Media",Graphic Designing/Animation/Web Designing,,MCA/ PGDCA BCA (Computer Application),Full Time,,
161,Web Designing,https://www.timesjobs.com/job-detail/web-designer-fin-infocom-private-limited-hyderabad-secunderabad-0-to-3-yrs-jobid-cNQRaH4BYctzpSvf__PLUS__uAgZw==&source=srp,Web Designer,fin infocom private limited,card_travel 0 to 3 yrs,₹ As per Industry Standards,location_on Hyderabad/ Secunderabad (Andhra Pradesh),"
Job Description
		        Web Designer: Describe about Job Profile: A web designer is responsible for creating a site or pages, this includes the design, layout and coding, this can mean working on a brand new website or updating an already existing site.Essential skills required Optimize the application and website to improve the performanceCollaborate with back end development to improve the usabilityFamiliar with current design trends and emerging technologiesCreate quality mockup and prototypesGood exposure on Photoshop, HTML5, CSS3, Bootstrap, Wordpress and JqueryGood exposure on PSD to HTML conversionFamiliarity with browser testing and debuggingCan work on CSS3 / Jquery / Ajax / Javascripts good knowledge in HTML , responsive design , Grid system/Bootstrap , W3C standardsIn depth understanding of the entire web development process (design, development and deployment)Desired skill Required Knowledge on Angular Js designHaving knowledge on corel Draw / IndesignUnderstanding of layout aestheticsFamiliarity with software like Adobe Suite and content management systems
	        ",IT Software : Software Products & Services,"IT-Hardware/Networking, Telecom",Software Engineer,,Any Graduate,Full Time,,
162,Web Designing,https://www.timesjobs.com/job-detail/junior-web-designer-pixels-infotech-hyderabad-secunderabad-2-to-5-yrs-jobid-KeXUZ5t2qpVzpSvf__PLUS__uAgZw==&source=srp,Junior Web Designer,Pixels Infotech,card_travel 2 to 5 yrs,₹ As per Industry Standards,location_on Hyderabad/ Secunderabad (Andhra Pradesh),"
Job Description
		        Junior Web Designer Reporting to a Senior Designer, the Junior Designer is responsible for supporting Senior Designers, Designers and Developers with the execution of projects, at all phases of the process from initial concepts to design, implementation and testing final site.Responsibilities: Assist in developing and maintaining websites, intranet sites and emailing marketing campaigns.Create graphics and code that adhere to GCU's style and brand identity.Translate visual prototypes into launch-ready code.Test and troubleshoot pages on multiple browsers and platforms.Complete website build-out from Photoshop to functional HTML.Contribute to the overall Web Communication Strategy and special projects.Other duties as assigned.Education and Experience: Associate's degree or 2 years of equivalent business related work experience in the area of web design and/or online advertising design.Knowledge of HTML, CSS, jQuery and JavaScript.Knowledge of Adobe Dreamweaver, Fireworks and Photoshop preferredAttention to detail, customer-service orientation, and creativity in problem-solving.Ability to work in a team and to communicate in a clear way to provide training to staff and faculty.Excellent knowledge of current web-design trends and techniques, a strong online portfolio displaying user-centered design.Knowledge of layout principles and aesthetic design concepts.Ability to thrive in a fast-paced environment.
	        ",IT Software : Software Products & Services,"IT-Hardware/Networking, Telecom",Graphic Designing/Animation/Web Designing,,Any Graduate,Full Time,,
